/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/1.png,92,162,152,235,face
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/1.png,67,158,194,327,people
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/10.png,250,81,376,233,face
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/10.png,196,75,453,365,people
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/10.png,397,51,461,190,people background
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/10.png,449,9,509,312,people background
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/10.png,42,31,262,150,text
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/10.png,291,219,452,297,hand
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/100.png,190,142,268,219,animal
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/100.png,271,5,497,179,plant
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/100.png,2,2,185,92,plant
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/101.png,6,192,496,302,people group
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/101.png,70,117,134,198,building
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/101.png,217,4,415,212,building
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/101.png,401,36,459,231,object
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/102.png,122,161,446,280,car
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/102.png,76,4,206,197,plant
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/102.png,314,6,494,161,building
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/102.png,38,91,67,244,object
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/103.png,104,51,453,288,building
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/104.png,65,84,327,487,animal
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/106.png,46,86,333,444,object
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/107.png,40,90,492,312,train
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/108.png,32,164,152,492,people
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/108.png,219,47,363,495,people
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/108.png,55,165,132,242,face
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/108.png,219,45,294,133,face
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/108.png,159,229,231,336,hand
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/109.png,190,58,290,182,face
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/109.png,135,61,355,492,people
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/109.png,34,122,136,229,hand
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/11.png,310,27,394,221,plant
/media/huiyu/Data/Project/Ubuntu/Tools/semi-auto-image-annotation-tool-master/Image/11.png,411,42,483,184,plant
